strategy_id,family,category,market,lookback_d,holding_d,weighting,universe,tier,shortable,gross_sharpe,ann_turnover_x,cost_drag_sr,net_cost_sharpe,noise_floor,net_deflated_sharpe,t_naive,t_deflated,survives_95,survives_strict
Deep RL portfolio|A_share|L20|H20|valu|top300,Deep RL portfolio,ml_equity,A_share,20,20,value,top300,C,True,0.379,25.0,0.25,0.129,0.819,-0.69,0.45,-2.39,False,False
Profitability/qualit|A_share|L120|H1|equa|ex_smal,Profitability/quality,equity_factor,A_share,120,1,equal,ex_small30,A,True,0.307,17.9,0.179,0.128,0.819,-0.691,0.44,-2.39,False,False
Option ML return pre|300ETF_option|L250|H60|valu|all,Option ML return prediction,options,300ETF_option,250,60,value,all,C,True,0.327,17.3,0.202,0.125,0.819,-0.694,0.43,-2.41,False,False
Options variance ris|300ETF_option|L10|H10|equa|all,Options variance risk premium,options,300ETF_option,10,10,equal,all,B,True,0.52,33.9,0.396,0.124,0.819,-0.695,0.43,-2.41,False,False
Analyst revisions|A_share|L250|H10|vol_|all,Analyst revisions,equity_factor,A_share,250,10,vol_scaled,all,B,True,0.293,17.0,0.17,0.123,0.819,-0.696,0.43,-2.41,False,False
Option ML return pre|300ETF_option|L120|H60|equa|ex_smal,Option ML return prediction,options,300ETF_option,120,60,equal,ex_small30,C,True,0.325,17.3,0.202,0.123,0.819,-0.696,0.42,-2.41,False,False
Earnings surprise (P|HK_equity|L10|H5|valu|liquid_,Earnings surprise (PEAD),equity_factor,HK_equity,10,5,value,liquid_top50pct,B,True,0.416,24.0,0.293,0.122,0.819,-0.697,0.42,-2.41,False,False
Profitability/qualit|A_share|L250|H1|vol_|ex_smal,Profitability/quality,equity_factor,A_share,250,1,vol_scaled,ex_small30,A,True,0.296,17.9,0.179,0.117,0.819,-0.702,0.4,-2.43,False,False
Investment/asset gro|A_share|L5|H20|vol_|all,Investment/asset growth,equity_factor,A_share,5,20,vol_scaled,all,B,True,0.156,4.0,0.04,0.116,0.819,-0.703,0.4,-2.44,False,False
Option ML return pre|300ETF_option|L250|H20|rank|ex_smal,Option ML return prediction,options,300ETF_option,250,20,rank,ex_small30,C,True,0.466,30.0,0.35,0.116,0.819,-0.703,0.4,-2.44,False,False
Deep RL portfolio|A_share|L5|H20|equa|ex_smal,Deep RL portfolio,ml_equity,A_share,5,20,equal,ex_small30,C,True,0.366,25.0,0.25,0.116,0.819,-0.703,0.4,-2.44,False,False
Investment/asset gro|HK_equity|L5|H5|valu|liquid_,Investment/asset growth,equity_factor,HK_equity,5,5,value,liquid_top50pct,B,True,0.213,8.0,0.098,0.115,0.819,-0.704,0.4,-2.44,False,False
A-H premium converge|AH_pair|L20|H60|vol_|all,A-H premium convergence,cross_border,AH_pair,20,60,vol_scaled,all,C,False,0.171,3.5,0.058,0.114,0.819,-0.705,0.39,-2.44,False,False
Deep RL portfolio|A_share|L10|H20|equa|liquid_,Deep RL portfolio,ml_equity,A_share,10,20,equal,liquid_top50pct,C,True,0.361,25.0,0.25,0.111,0.819,-0.708,0.39,-2.45,False,False
Idiosyncratic volati|HK_equity|L250|H5|vol_|top300,Idiosyncratic volatility,equity_factor,HK_equity,250,5,vol_scaled,top300,B,False,0.404,24.0,0.293,0.111,0.819,-0.708,0.38,-2.45,False,False
Investment/asset gro|A_share|L5|H10|vol_|top300,Investment/asset growth,equity_factor,A_share,5,10,vol_scaled,top300,B,True,0.166,5.7,0.057,0.11,0.819,-0.71,0.38,-2.46,False,False
Momentum (12-1)|HK_equity|L60|H20|equa|ex_smal,Momentum (12-1),equity_factor,HK_equity,60,20,equal,ex_small30,B,True,0.205,8.0,0.098,0.107,0.819,-0.712,0.37,-2.47,False,False
Delta-hedged option |300ETF_option|L20|H10|vol_|top300,Delta-hedged option selling,options,300ETF_option,20,10,vol_scaled,top300,B,True,0.932,70.7,0.825,0.107,0.819,-0.712,0.37,-2.47,False,False
Earnings surprise (P|HK_equity|L250|H10|valu|top300,Earnings surprise (PEAD),equity_factor,HK_equity,250,10,value,top300,B,True,0.312,17.0,0.207,0.105,0.819,-0.714,0.36,-2.47,False,False
Option ML return pre|50ETF_option|L60|H10|valu|top300,Option ML return prediction,options,50ETF_option,60,10,value,top300,C,True,0.6,42.4,0.495,0.105,0.819,-0.714,0.36,-2.47,False,False
Investment/asset gro|A_share|L10|H1|vol_|all,Investment/asset growth,equity_factor,A_share,10,1,vol_scaled,all,B,True,0.284,17.9,0.179,0.105,0.819,-0.714,0.36,-2.47,False,False
Deep RL portfolio|HK_equity|L60|H60|valu|top300,Deep RL portfolio,ml_equity,HK_equity,60,60,value,top300,C,True,0.279,14.4,0.176,0.102,0.819,-0.717,0.35,-2.48,False,False
HK volatility ML tim|HK_equity|L20|H10|rank|all,HK volatility ML timing,hk_equity,HK_equity,20,10,rank,all,B,True,0.444,28.3,0.346,0.098,0.819,-0.721,0.34,-2.5,False,False
PCR/skew/VIX market |300ETF_option|L5|H5|valu|top300,PCR/skew/VIX market timing,options,300ETF_option,5,5,value,top300,B,True,0.378,24.0,0.28,0.098,0.819,-0.721,0.34,-2.5,False,False
Options variance ris|50ETF_option|L20|H1|vol_|top300,Options variance risk premium,options,50ETF_option,20,1,vol_scaled,top300,B,True,1.349,107.3,1.252,0.097,0.819,-0.722,0.34,-2.5,False,False
HK TCN/price predict|HK_equity|L10|H60|valu|liquid_,HK TCN/price prediction,hk_equity,HK_equity,10,60,value,liquid_top50pct,C,True,0.309,17.3,0.212,0.097,0.819,-0.722,0.34,-2.5,False,False
Investment/asset gro|HK_equity|L5|H1|valu|top300,Investment/asset growth,equity_factor,HK_equity,5,1,value,top300,B,True,0.316,17.9,0.219,0.097,0.819,-0.722,0.34,-2.5,False,False
Idiosyncratic volati|HK_equity|L5|H10|vol_|top300,Idiosyncratic volatility,equity_factor,HK_equity,5,10,vol_scaled,top300,B,False,0.304,17.0,0.207,0.096,0.819,-0.723,0.33,-2.5,False,False
Option ML return pre|50ETF_option|L10|H60|rank|top300,Option ML return prediction,options,50ETF_option,10,60,rank,top300,C,True,0.298,17.3,0.202,0.096,0.819,-0.723,0.33,-2.5,False,False
PCR/skew/VIX market |300ETF_option|L250|H10|rank|top300,PCR/skew/VIX market timing,options,300ETF_option,250,10,rank,top300,B,True,0.292,17.0,0.198,0.094,0.819,-0.725,0.33,-2.51,False,False
Earnings surprise (P|HK_equity|L20|H5|valu|all,Earnings surprise (PEAD),equity_factor,HK_equity,20,5,value,all,B,True,0.387,24.0,0.293,0.093,0.819,-0.726,0.32,-2.51,False,False
Option ML return pre|50ETF_option|L250|H60|valu|ex_smal,Option ML return prediction,options,50ETF_option,250,60,value,ex_small30,C,True,0.294,17.3,0.202,0.092,0.819,-0.727,0.32,-2.52,False,False
A-H premium converge|AH_pair|L5|H5|valu|all,A-H premium convergence,cross_border,AH_pair,5,5,value,all,C,False,0.292,12.0,0.2,0.092,0.819,-0.727,0.32,-2.52,False,False
Delta-hedged option |50ETF_option|L60|H60|vol_|ex_smal,Delta-hedged option selling,options,50ETF_option,60,60,vol_scaled,ex_small30,B,True,0.426,28.9,0.337,0.089,0.819,-0.73,0.31,-2.53,False,False
Option ML return pre|300ETF_option|L5|H10|equa|ex_smal,Option ML return prediction,options,300ETF_option,5,10,equal,ex_small30,C,True,0.583,42.4,0.495,0.088,0.819,-0.731,0.31,-2.53,False,False
Abnormal turnover|HK_equity|L250|H20|valu|liquid_,Abnormal turnover,equity_factor,HK_equity,250,20,value,liquid_top50pct,B,False,0.454,30.0,0.367,0.088,0.819,-0.731,0.3,-2.53,False,False
Momentum (12-1)|A_share|L5|H5|vol_|all,Momentum (12-1),equity_factor,A_share,5,5,vol_scaled,all,B,True,0.246,16.0,0.16,0.086,0.819,-0.733,0.3,-2.54,False,False
ML cross-sectional (|A_share|L60|H5|vol_|liquid_,ML cross-sectional (alpha101),ml_equity,A_share,60,5,vol_scaled,liquid_top50pct,C,True,0.485,40.0,0.4,0.085,0.819,-0.734,0.29,-2.54,False,False
Abnormal turnover|HK_equity|L20|H10|rank|top300,Abnormal turnover,equity_factor,HK_equity,20,10,rank,top300,B,False,0.603,42.4,0.519,0.084,0.819,-0.735,0.29,-2.55,False,False
Option ML return pre|300ETF_option|L60|H20|vol_|liquid_,Option ML return prediction,options,300ETF_option,60,20,vol_scaled,liquid_top50pct,C,True,0.428,30.0,0.35,0.078,0.819,-0.741,0.27,-2.57,False,False
Deep RL portfolio|A_share|L20|H20|rank|ex_smal,Deep RL portfolio,ml_equity,A_share,20,20,rank,ex_small30,C,True,0.326,25.0,0.25,0.076,0.819,-0.743,0.26,-2.58,False,False
Investment/asset gro|A_share|L120|H1|vol_|top300,Investment/asset growth,equity_factor,A_share,120,1,vol_scaled,top300,B,True,0.254,17.9,0.179,0.075,0.819,-0.744,0.26,-2.58,False,False
Idiosyncratic volati|A_share|L120|H5|equa|all,Idiosyncratic volatility,equity_factor,A_share,120,5,equal,all,B,False,0.313,24.0,0.24,0.073,0.819,-0.746,0.25,-2.58,False,False
Option ML return pre|50ETF_option|L250|H60|rank|top300,Option ML return prediction,options,50ETF_option,250,60,rank,top300,C,True,0.275,17.3,0.202,0.073,0.819,-0.746,0.25,-2.58,False,False
Momentum (12-1)|A_share|L60|H60|equa|all,Momentum (12-1),equity_factor,A_share,60,60,equal,all,B,True,0.119,4.6,0.046,0.072,0.819,-0.747,0.25,-2.59,False,False
Earnings surprise (P|HK_equity|L5|H10|vol_|ex_smal,Earnings surprise (PEAD),equity_factor,HK_equity,5,10,vol_scaled,ex_small30,B,True,0.277,17.0,0.207,0.07,0.819,-0.749,0.24,-2.6,False,False
ML cross-sectional (|A_share|L20|H5|vol_|ex_smal,ML cross-sectional (alpha101),ml_equity,A_share,20,5,vol_scaled,ex_small30,C,True,0.47,40.0,0.4,0.07,0.819,-0.749,0.24,-2.59,False,False
Momentum (12-1)|HK_equity|L5|H5|valu|liquid_,Momentum (12-1),equity_factor,HK_equity,5,5,value,liquid_top50pct,B,True,0.262,16.0,0.196,0.067,0.819,-0.752,0.23,-2.61,False,False
Delta-hedged option |300ETF_option|L20|H10|equa|all,Delta-hedged option selling,options,300ETF_option,20,10,equal,all,B,True,0.892,70.7,0.825,0.067,0.819,-0.752,0.23,-2.61,False,False
Momentum (12-1)|HK_equity|L5|H20|valu|ex_smal,Momentum (12-1),equity_factor,HK_equity,5,20,value,ex_small30,B,True,0.161,8.0,0.098,0.063,0.819,-0.756,0.22,-2.62,False,False
Deep RL portfolio|A_share|L60|H10|equa|all,Deep RL portfolio,ml_equity,A_share,60,10,equal,all,C,True,0.416,35.4,0.354,0.062,0.819,-0.757,0.22,-2.62,False,False
Analyst revisions|HK_equity|L250|H5|vol_|liquid_,Analyst revisions,equity_factor,HK_equity,250,5,vol_scaled,liquid_top50pct,B,True,0.355,24.0,0.293,0.062,0.819,-0.757,0.22,-2.62,False,False
HK TCN/price predict|HK_equity|L250|H60|vol_|liquid_,HK TCN/price prediction,hk_equity,HK_equity,250,60,vol_scaled,liquid_top50pct,C,True,0.269,17.3,0.212,0.057,0.819,-0.762,0.2,-2.64,False,False
Abnormal turnover|A_share|L20|H20|rank|top300,Abnormal turnover,equity_factor,A_share,20,20,rank,top300,B,False,0.355,30.0,0.3,0.055,0.819,-0.764,0.19,-2.65,False,False
Momentum (12-1)|HK_equity|L120|H60|valu|all,Momentum (12-1),equity_factor,HK_equity,120,60,value,all,B,True,0.108,4.6,0.056,0.052,0.819,-0.768,0.18,-2.66,False,False
HK volatility ML tim|HK_equity|L60|H20|equa|top300,HK volatility ML timing,hk_equity,HK_equity,60,20,equal,top300,B,True,0.294,20.0,0.244,0.05,0.819,-0.769,0.17,-2.67,False,False
Convertible bond arb|convertible|L250|H1|equa|ex_smal,Convertible bond arbitrage,cross_asset,convertible,250,1,equal,ex_small30,B,True,0.347,35.8,0.298,0.049,0.819,-0.77,0.17,-2.67,False,False
A-H premium converge|AH_pair|L60|H10|valu|top300,A-H premium convergence,cross_border,AH_pair,60,10,value,top300,C,False,0.188,8.5,0.141,0.046,0.819,-0.773,0.16,-2.68,False,False
Analyst revisions|A_share|L250|H5|rank|top300,Analyst revisions,equity_factor,A_share,250,5,rank,top300,B,True,0.286,24.0,0.24,0.046,0.819,-0.773,0.16,-2.68,False,False
Momentum (12-1)|HK_equity|L20|H60|vol_|liquid_,Momentum (12-1),equity_factor,HK_equity,20,60,vol_scaled,liquid_top50pct,B,True,0.096,4.6,0.056,0.04,0.819,-0.779,0.14,-2.7,False,False
Momentum (12-1)|A_share|L20|H20|vol_|all,Momentum (12-1),equity_factor,A_share,20,20,vol_scaled,all,B,True,0.118,8.0,0.08,0.038,0.819,-0.781,0.13,-2.71,False,False
Profitability/qualit|HK_equity|L5|H1|rank|top300,Profitability/quality,equity_factor,HK_equity,5,1,rank,top300,A,True,0.254,17.9,0.219,0.035,0.819,-0.784,0.12,-2.71,False,False
Momentum (12-1)|HK_equity|L10|H10|rank|all,Momentum (12-1),equity_factor,HK_equity,10,10,rank,all,B,True,0.171,11.3,0.138,0.033,0.819,-0.786,0.11,-2.72,False,False
ML cross-sectional (|A_share|L5|H1|vol_|ex_smal,ML cross-sectional (alpha101),ml_equity,A_share,5,1,vol_scaled,ex_small30,C,True,0.925,89.4,0.894,0.031,0.819,-0.788,0.11,-2.73,False,False
Momentum (12-1)|HK_equity|L250|H5|equa|ex_smal,Momentum (12-1),equity_factor,HK_equity,250,5,equal,ex_small30,B,True,0.225,16.0,0.196,0.03,0.819,-0.789,0.1,-2.73,False,False
PCR/skew/VIX market |300ETF_option|L60|H5|equa|all,PCR/skew/VIX market timing,options,300ETF_option,60,5,equal,all,B,True,0.31,24.0,0.28,0.03,0.819,-0.789,0.1,-2.73,False,False
Options variance ris|50ETF_option|L20|H5|vol_|all,Options variance risk premium,options,50ETF_option,20,5,vol_scaled,all,B,True,0.587,48.0,0.56,0.027,0.819,-0.792,0.09,-2.74,False,False
PCR/skew/VIX market |50ETF_option|L250|H5|vol_|top300,PCR/skew/VIX market timing,options,50ETF_option,250,5,vol_scaled,top300,B,True,0.307,24.0,0.28,0.027,0.819,-0.792,0.09,-2.74,False,False
Options variance ris|300ETF_option|L20|H5|vol_|all,Options variance risk premium,options,300ETF_option,20,5,vol_scaled,all,B,True,0.577,48.0,0.56,0.017,0.819,-0.802,0.06,-2.78,False,False
Abnormal turnover|A_share|L60|H5|vol_|liquid_,Abnormal turnover,equity_factor,A_share,60,5,vol_scaled,liquid_top50pct,B,False,0.617,60.0,0.6,0.017,0.819,-0.802,0.06,-2.78,False,False
Option ML return pre|300ETF_option|L10|H10|vol_|all,Option ML return prediction,options,300ETF_option,10,10,vol_scaled,all,C,True,0.511,42.4,0.495,0.016,0.819,-0.803,0.06,-2.78,False,False
Mispricing composite|HK_equity|L10|H1|valu|all,Mispricing composite (SY),equity_factor,HK_equity,10,1,value,all,B,False,0.452,35.8,0.437,0.014,0.819,-0.805,0.05,-2.79,False,False
Momentum (12-1)|A_share|L5|H5|equa|all,Momentum (12-1),equity_factor,A_share,5,5,equal,all,B,True,0.173,16.0,0.16,0.013,0.819,-0.806,0.05,-2.79,False,False
PCR/skew/VIX market |50ETF_option|L10|H1|equa|top300,PCR/skew/VIX market timing,options,50ETF_option,10,1,equal,top300,B,True,0.639,53.7,0.626,0.013,0.819,-0.806,0.04,-2.79,False,False
HK TCN/price predict|HK_equity|L10|H60|rank|all,HK TCN/price prediction,hk_equity,HK_equity,10,60,rank,all,C,True,0.225,17.3,0.212,0.013,0.819,-0.806,0.05,-2.79,False,False
PCR/skew/VIX market |300ETF_option|L20|H5|valu|top300,PCR/skew/VIX market timing,options,300ETF_option,20,5,value,top300,B,True,0.292,24.0,0.28,0.012,0.819,-0.807,0.04,-2.79,False,False
Analyst revisions|A_share|L10|H5|valu|top300,Analyst revisions,equity_factor,A_share,10,5,value,top300,B,True,0.25,24.0,0.24,0.01,0.819,-0.809,0.03,-2.8,False,False
Earnings surprise (P|HK_equity|L60|H5|equa|ex_smal,Earnings surprise (PEAD),equity_factor,HK_equity,60,5,equal,ex_small30,B,True,0.302,24.0,0.293,0.008,0.819,-0.811,0.03,-2.81,False,False
A-H premium converge|AH_pair|L250|H5|vol_|top300,A-H premium convergence,cross_border,AH_pair,250,5,vol_scaled,top300,C,False,0.203,12.0,0.2,0.003,0.819,-0.816,0.01,-2.83,False,False
HK TCN/price predict|HK_equity|L120|H60|valu|top300,HK TCN/price prediction,hk_equity,HK_equity,120,60,value,top300,C,True,0.213,17.3,0.212,0.002,0.819,-0.817,0.01,-2.83,False,False
Options variance ris|50ETF_option|L20|H5|rank|liquid_,Options variance risk premium,options,50ETF_option,20,5,rank,liquid_top50pct,B,True,0.561,48.0,0.56,0.001,0.819,-0.818,0.0,-2.83,False,False
HK TCN/price predict|HK_equity|L60|H60|rank|top300,HK TCN/price prediction,hk_equity,HK_equity,60,60,rank,top300,C,True,0.213,17.3,0.212,0.001,0.819,-0.818,0.0,-2.83,False,False
ML cross-sectional (|A_share|L10|H1|vol_|ex_smal,ML cross-sectional (alpha101),ml_equity,A_share,10,1,vol_scaled,ex_small30,C,True,0.894,89.4,0.894,-0.001,0.819,-0.82,-0.0,-2.84,False,False
Momentum (12-1)|A_share|L250|H5|equa|top300,Momentum (12-1),equity_factor,A_share,250,5,equal,top300,B,True,0.158,16.0,0.16,-0.002,0.819,-0.821,-0.01,-2.85,False,False
Momentum (12-1)|A_share|L5|H5|rank|ex_smal,Momentum (12-1),equity_factor,A_share,5,5,rank,ex_small30,B,True,0.156,16.0,0.16,-0.004,0.819,-0.823,-0.02,-2.85,False,False
Momentum (12-1)|A_share|L120|H5|valu|all,Momentum (12-1),equity_factor,A_share,120,5,value,all,B,True,0.155,16.0,0.16,-0.005,0.819,-0.824,-0.02,-2.85,False,False
Option ML return pre|300ETF_option|L5|H5|valu|all,Option ML return prediction,options,300ETF_option,5,5,value,all,C,True,0.693,60.0,0.7,-0.007,0.819,-0.826,-0.03,-2.86,False,False
Analyst revisions|A_share|L60|H5|vol_|liquid_,Analyst revisions,equity_factor,A_share,60,5,vol_scaled,liquid_top50pct,B,True,0.232,24.0,0.24,-0.008,0.819,-0.827,-0.03,-2.87,False,False
Earnings surprise (P|A_share|L5|H5|valu|all,Earnings surprise (PEAD),equity_factor,A_share,5,5,value,all,B,True,0.229,24.0,0.24,-0.011,0.819,-0.83,-0.04,-2.88,False,False
Short-term reversal|HK_equity|L120|H5|vol_|top300,Short-term reversal,equity_factor,HK_equity,120,5,vol_scaled,top300,B,False,0.963,80.0,0.978,-0.014,0.819,-0.833,-0.05,-2.89,False,False
Options variance ris|50ETF_option|L20|H5|rank|ex_smal,Options variance risk premium,options,50ETF_option,20,5,rank,ex_small30,B,True,0.544,48.0,0.56,-0.016,0.819,-0.835,-0.06,-2.89,False,False
Short straddle/stran|50ETF_option|L60|H5|vol_|liquid_,Short straddle/strangle (50ETF),options,50ETF_option,60,5,vol_scaled,liquid_top50pct,B,True,0.535,48.0,0.56,-0.025,0.819,-0.844,-0.09,-2.92,False,False
HK volatility ML tim|HK_equity|L120|H10|rank|liquid_,HK volatility ML timing,hk_equity,HK_equity,120,10,rank,liquid_top50pct,B,True,0.317,28.3,0.346,-0.029,0.819,-0.848,-0.1,-2.94,False,False
Options variance ris|300ETF_option|L250|H1|valu|ex_smal,Options variance risk premium,options,300ETF_option,250,1,value,ex_small30,B,True,1.222,107.3,1.252,-0.03,0.819,-0.849,-0.1,-2.94,False,False
HK TCN/price predict|HK_equity|L10|H60|rank|liquid_,HK TCN/price prediction,hk_equity,HK_equity,10,60,rank,liquid_top50pct,C,True,0.179,17.3,0.212,-0.032,0.819,-0.851,-0.11,-2.95,False,False
Deep RL portfolio|HK_equity|L60|H10|equa|liquid_,Deep RL portfolio,ml_equity,HK_equity,60,10,equal,liquid_top50pct,C,True,0.393,35.4,0.432,-0.039,0.819,-0.858,-0.13,-2.97,False,False
Analyst revisions|HK_equity|L250|H5|valu|ex_smal,Analyst revisions,equity_factor,HK_equity,250,5,value,ex_small30,B,True,0.252,24.0,0.293,-0.042,0.819,-0.861,-0.14,-2.98,False,False
Momentum (12-1)|HK_equity|L20|H5|rank|top300,Momentum (12-1),equity_factor,HK_equity,20,5,rank,top300,B,True,0.148,16.0,0.196,-0.047,0.819,-0.866,-0.16,-3.0,False,False
Idiosyncratic volati|A_share|L20|H1|equa|liquid_,Idiosyncratic volatility,equity_factor,A_share,20,1,equal,liquid_top50pct,B,False,0.489,53.7,0.537,-0.048,0.819,-0.867,-0.17,-3.0,False,False
Delta-hedged option |300ETF_option|L20|H10|valu|liquid_,Delta-hedged option selling,options,300ETF_option,20,10,value,liquid_top50pct,B,True,0.775,70.7,0.825,-0.05,0.819,-0.869,-0.17,-3.01,False,False
Abnormal turnover|HK_equity|L250|H10|equa|top300,Abnormal turnover,equity_factor,HK_equity,250,10,equal,top300,B,False,0.467,42.4,0.519,-0.052,0.819,-0.871,-0.18,-3.02,False,False
Momentum (12-1)|HK_equity|L20|H5|equa|top300,Momentum (12-1),equity_factor,HK_equity,20,5,equal,top300,B,True,0.141,16.0,0.196,-0.055,0.819,-0.874,-0.19,-3.03,False,False
Analyst revisions|HK_equity|L60|H5|vol_|liquid_,Analyst revisions,equity_factor,HK_equity,60,5,vol_scaled,liquid_top50pct,B,True,0.236,24.0,0.293,-0.058,0.819,-0.877,-0.2,-3.04,False,False
HK TCN/price predict|HK_equity|L5|H20|vol_|top300,HK TCN/price prediction,hk_equity,HK_equity,5,20,vol_scaled,top300,C,True,0.302,30.0,0.367,-0.065,0.819,-0.884,-0.22,-3.06,False,False
HK volatility ML tim|HK_equity|L5|H20|rank|ex_smal,HK volatility ML timing,hk_equity,HK_equity,5,20,rank,ex_small30,B,True,0.178,20.0,0.244,-0.066,0.819,-0.885,-0.23,-3.07,False,False
Abnormal turnover|HK_equity|L20|H10|equa|ex_smal,Abnormal turnover,equity_factor,HK_equity,20,10,equal,ex_small30,B,False,0.448,42.4,0.519,-0.071,0.819,-0.89,-0.25,-3.08,False,False
Abnormal turnover|HK_equity|L10|H10|valu|top300,Abnormal turnover,equity_factor,HK_equity,10,10,value,top300,B,False,0.445,42.4,0.519,-0.074,0.819,-0.893,-0.26,-3.09,False,False
Abnormal turnover|HK_equity|L250|H10|rank|all,Abnormal turnover,equity_factor,HK_equity,250,10,rank,all,B,False,0.444,42.4,0.519,-0.074,0.819,-0.893,-0.26,-3.09,False,False
Momentum (12-1)|HK_equity|L250|H5|equa|liquid_,Momentum (12-1),equity_factor,HK_equity,250,5,equal,liquid_top50pct,B,True,0.116,16.0,0.196,-0.08,0.819,-0.899,-0.28,-3.11,False,False
Analyst revisions|A_share|L5|H5|equa|all,Analyst revisions,equity_factor,A_share,5,5,equal,all,B,True,0.157,24.0,0.24,-0.083,0.819,-0.902,-0.29,-3.13,False,False
Idiosyncratic volati|A_share|L10|H1|vol_|top300,Idiosyncratic volatility,equity_factor,A_share,10,1,vol_scaled,top300,B,False,0.45,53.7,0.537,-0.087,0.819,-0.906,-0.3,-3.14,False,False
Option ML return pre|300ETF_option|L60|H5|equa|liquid_,Option ML return prediction,options,300ETF_option,60,5,equal,liquid_top50pct,C,True,0.613,60.0,0.7,-0.087,0.819,-0.906,-0.3,-3.14,False,False
HK TCN/price predict|HK_equity|L10|H20|vol_|top300,HK TCN/price prediction,hk_equity,HK_equity,10,20,vol_scaled,top300,C,True,0.278,30.0,0.367,-0.089,0.819,-0.908,-0.31,-3.14,False,False
HK TCN/price predict|HK_equity|L60|H20|rank|ex_smal,HK TCN/price prediction,hk_equity,HK_equity,60,20,rank,ex_small30,C,True,0.272,30.0,0.367,-0.094,0.819,-0.913,-0.33,-3.16,False,False
Momentum (12-1)|HK_equity|L250|H5|rank|all,Momentum (12-1),equity_factor,HK_equity,250,5,rank,all,B,True,0.098,16.0,0.196,-0.097,0.819,-0.916,-0.34,-3.17,False,False
Earnings surprise (P|A_share|L5|H1|vol_|ex_smal,Earnings surprise (PEAD),equity_factor,A_share,5,1,vol_scaled,ex_small30,B,True,0.44,53.7,0.537,-0.097,0.819,-0.916,-0.34,-3.17,False,False
Momentum (12-1)|HK_equity|L5|H5|vol_|all,Momentum (12-1),equity_factor,HK_equity,5,5,vol_scaled,all,B,True,0.096,16.0,0.196,-0.1,0.819,-0.919,-0.34,-3.18,False,False
Short-term reversal|A_share|L20|H10|rank|all,Short-term reversal,equity_factor,A_share,20,10,rank,all,B,False,0.455,56.6,0.566,-0.111,0.819,-0.93,-0.38,-3.22,False,False
Idiosyncratic volati|A_share|L5|H1|equa|ex_smal,Idiosyncratic volatility,equity_factor,A_share,5,1,equal,ex_small30,B,False,0.419,53.7,0.537,-0.117,0.819,-0.936,-0.41,-3.24,False,False
Momentum (12-1)|A_share|L10|H1|vol_|all,Momentum (12-1),equity_factor,A_share,10,1,vol_scaled,all,B,True,0.238,35.8,0.358,-0.12,0.819,-0.939,-0.42,-3.25,False,False
PCR/skew/VIX market |50ETF_option|L60|H1|equa|ex_smal,PCR/skew/VIX market timing,options,50ETF_option,60,1,equal,ex_small30,B,True,0.502,53.7,0.626,-0.124,0.819,-0.943,-0.43,-3.27,False,False
Momentum (12-1)|HK_equity|L20|H1|rank|ex_smal,Momentum (12-1),equity_factor,HK_equity,20,1,rank,ex_small30,B,True,0.314,35.8,0.437,-0.124,0.819,-0.943,-0.43,-3.27,False,False
Delta-hedged option |50ETF_option|L5|H10|rank|ex_smal,Delta-hedged option selling,options,50ETF_option,5,10,rank,ex_small30,B,True,0.7,70.7,0.825,-0.125,0.819,-0.944,-0.43,-3.27,False,False
HK volatility ML tim|HK_equity|L10|H10|rank|liquid_,HK volatility ML timing,hk_equity,HK_equity,10,10,rank,liquid_top50pct,B,True,0.211,28.3,0.346,-0.134,0.819,-0.953,-0.47,-3.3,False,False
Momentum (12-1)|A_share|L60|H1|equa|all,Momentum (12-1),equity_factor,A_share,60,1,equal,all,B,True,0.223,35.8,0.358,-0.135,0.819,-0.954,-0.47,-3.31,False,False
Earnings surprise (P|A_share|L120|H1|equa|ex_smal,Earnings surprise (PEAD),equity_factor,A_share,120,1,equal,ex_small30,B,True,0.401,53.7,0.537,-0.135,0.819,-0.954,-0.47,-3.31,False,False
PCR/skew/VIX market |300ETF_option|L10|H1|vol_|ex_smal,PCR/skew/VIX market timing,options,300ETF_option,10,1,vol_scaled,ex_small30,B,True,0.486,53.7,0.626,-0.14,0.819,-0.96,-0.49,-3.32,False,False
Option ML return pre|50ETF_option|L250|H10|valu|liquid_,Option ML return prediction,options,50ETF_option,250,10,value,liquid_top50pct,C,True,0.35,42.4,0.495,-0.145,0.819,-0.964,-0.5,-3.34,False,False
Idiosyncratic volati|A_share|L5|H1|vol_|top300,Idiosyncratic volatility,equity_factor,A_share,5,1,vol_scaled,top300,B,False,0.392,53.7,0.537,-0.145,0.819,-0.964,-0.5,-3.34,False,False
Idiosyncratic volati|HK_equity|L20|H1|equa|all,Idiosyncratic volatility,equity_factor,HK_equity,20,1,equal,all,B,False,0.5,53.7,0.656,-0.156,0.819,-0.975,-0.54,-3.38,False,False
Idiosyncratic volati|A_share|L250|H1|rank|all,Idiosyncratic volatility,equity_factor,A_share,250,1,rank,all,B,False,0.376,53.7,0.537,-0.161,0.819,-0.98,-0.56,-3.4,False,False
Option ML return pre|300ETF_option|L10|H5|equa|all,Option ML return prediction,options,300ETF_option,10,5,equal,all,C,True,0.526,60.0,0.7,-0.174,0.819,-0.993,-0.6,-3.44,False,False
HK TCN/price predict|HK_equity|L120|H20|vol_|top300,HK TCN/price prediction,hk_equity,HK_equity,120,20,vol_scaled,top300,C,True,0.19,30.0,0.367,-0.177,0.819,-0.996,-0.61,-3.45,False,False
